ns_month,project,neighbourhood,apt_status,visit_type,count
2026-05,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,One-time,10
2026-05,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,Subscription,20
2026-05,Flamingo Point Center Tower,Miami Beach Polygon,WARM_LEAD,One-time,6
2026-05,Flamingo Point Center Tower,Miami Beach Polygon,WARM_LEAD,Subscription,2
2026-05,Flamingo Point North Tower,Miami Beach Polygon,LEAD,One-time,4
2026-05,Flamingo Point North Tower,Miami Beach Polygon,LEAD,Subscription,4
2026-05,Flamingo Point North Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,One-time,6
2026-05,Flamingo Point North Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,4
2026-05,Flamingo Point North Tower,Miami Beach Polygon,TRIAL,One-time,2
2026-05,Flamingo Point North Tower,Miami Beach Polygon,TRIAL,Subscription,3
2026-05,Flamingo Point North Tower,Miami Beach Polygon,WARM_LEAD,One-time,3
2026-05,Flamingo Point North Tower,Miami Beach Polygon,WARM_LEAD,Subscription,11
2026-05,Flamingo South Beach,Miami Beach Polygon,LEAD,One-time,3
2026-05,Flamingo South Beach,Miami Beach Polygon,LEAD,Subscription,4
2026-05,Flamingo South Beach,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-05,Flamingo South Beach,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,2
2026-05,Flamingo South Beach,Miami Beach Polygon,RECURRING_SUBSCRIPTION,One-time,4
2026-05,Flamingo South Beach,Miami Beach Polygon,RECURRING_SUBSCRIPTION,Subscription,12
2026-05,Flamingo South Beach,Miami Beach Polygon,TRIAL,One-time,10
2026-05,Flamingo South Beach,Miami Beach Polygon,TRIAL,Subscription,3
2026-05,Flamingo South Beach,Miami Beach Polygon,WARM_LEAD,Subscription,3
2026-05,Flow Brickell,Flow Brickell Polygon,LEAD,One-time,24
2026-05,Flow Brickell,Flow Brickell Polygon,LEAD,Subscription,36
2026-05,Flow Brickell,Flow Brickell Polygon,RECURRING_SUBSCRIPTION,One-time,8
2026-05,Flow Brickell,Flow Brickell Polygon,RECURRING_SUBSCRIPTION,Subscription,18
2026-05,Flow Brickell,Flow Brickell Polygon,TRIAL,One-time,17
2026-05,Flow Brickell,Flow Brickell Polygon,TRIAL,Subscription,28
2026-05,Flow Brickell,Flow Brickell Polygon,WARM_LEAD,One-time,13
2026-05,Flow Brickell,Flow Brickell Polygon,WARM_LEAD,Subscription,24
2026-05,Flow Miami,Flow Brickell Polygon,LEAD,One-time,1
2026-05,Gindi 1,Unknown,CHURN,One-time,13
2026-05,Gindi 1,Unknown,CHURN,Subscription,7
2026-05,Gindi 2,Unknown,CHURN,One-time,2
2026-05,Gindi 2,Unknown,CHURN,Subscription,2
2026-05,Gindi 2,Unknown,COLD_LEAD,One-time,1
2026-05,Gindi 2,Unknown,COLD_LEAD,Subscription,1
2026-05,Gindi 2,Unknown,TRIAL,Subscription,1
2026-05,Gindi 3,Unknown,CHURN,One-time,2
2026-05,Gindi 3,Unknown,CHURN,Subscription,2
2026-05,Gindi 3,Unknown,LEAD,Subscription,1
2026-05,Gindi 3,Unknown,TRIAL,Subscription,1
2026-05,Gindi 3,Unknown,WARM_LEAD,One-time,2
2026-05,Gindi 3,Unknown,WARM_LEAD,Subscription,1
2026-05,Gindi 4,Unknown,CHURN,Subscription,4
2026-05,Grove Central Residences,Floating Miami,WARM_LEAD,Subscription,2
2026-05,Lake Tower,The Ocean Club Polygon,TRIAL,One-time,1
2026-05,Livana East Hanover,Chatham / West Orange Polygon,LEAD,One-time,9
2026-05,Livana East Hanover,Chatham / West Orange Polygon,LEAD,Subscription,14
2026-05,Livana East Hanover,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,Subscription,3
2026-05,Livana East Hanover,Chatham / West Orange Polygon,WARM_LEAD,Subscription,1
2026-05,Midtown 5,Floating Miami,CHURN,One-time,2
2026-05,Midtown 5,Floating Miami,CHURN,Subscription,1
2026-05,Midtown 5,Floating Miami,LEAD,One-time,1
2026-05,Midtown 5,Floating Miami,LEAD,Subscription,4
2026-05,Midtown 5,Floating Miami,TRIAL,Subscription,5
2026-05,Nine 52,Hell's Kitchen Polygon,FREEMIUM,One-time,2
2026-05,Oliver on the Hudson,Floating Jersey,CHURN,One-time,2
2026-05,Oliver on the Hudson,Floating Jersey,LEAD,One-time,11
2026-05,Oliver on the Hudson,Floating Jersey,LEAD,Subscription,9
2026-05,Oliver on the Hudson,Floating Jersey,RECURRING_SUBSCRIPTION,One-time,27
2026-05,Oliver on the Hudson,Floating Jersey,RECURRING_SUBSCRIPTION,Subscription,7
2026-05,Oliver on the Hudson,Floating Jersey,TRIAL,One-time,12
2026-05,Oliver on the Hudson,Floating Jersey,TRIAL,Subscription,5
2026-05,Oliver on the Hudson,Floating Jersey,WARM_LEAD,One-time,23
2026-05,Oliver on the Hudson,Floating Jersey,WARM_LEAD,Subscription,11
2026-05,One Harrison,Harrison Polygon,CHURN,One-time,1
2026-05,One Harrison,Harrison Polygon,LEAD,One-time,3
2026-05,One Harrison,Harrison Polygon,LEAD,Subscription,1
2026-05,One Harrison,Harrison Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-05,One Ten,Hoboken Polygon,LEAD,One-time,2
2026-05,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-05,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,One-time,1
2026-05,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,Subscription,1
2026-05,One Ten,Hoboken Polygon,WARM_LEAD,One-time,3
2026-05,Quantum on the Bay Condominium,Edgeater Polygon,LEAD,One-time,3
2026-05,River Place,Hell's Kitchen Polygon,FREEMIUM,One-time,1
2026-05,River Place,Hell's Kitchen Polygon,FREEMIUM,Subscription,7
2026-05,River Place,Hell's Kitchen Polygon,LEAD,Subscription,3
2026-05,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,One-time,29
2026-05,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,19
2026-05,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,One-time,11
2026-05,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,6
2026-05,River Place,Hell's Kitchen Polygon,TRIAL,One-time,3
2026-05,River Place,Hell's Kitchen Polygon,TRIAL,Subscription,1
2026-05,River Place,Hell's Kitchen Polygon,WARM_LEAD,One-time,14
2026-05,River Place,Hell's Kitchen Polygon,WARM_LEAD,Subscription,22
2026-05,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,One-time,11
2026-05,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,Subscription,17
2026-05,Silver Towers,Hell's Kitchen Polygon,FROZEN,One-time,1
2026-05,Silver Towers,Hell's Kitchen Polygon,LEAD,One-time,23
2026-05,Silver Towers,Hell's Kitchen Polygon,LEAD,Subscription,49
2026-05,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,One-time,7
2026-05,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,9
2026-05,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,One-time,9
2026-05,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,22
2026-05,Silver Towers,Hell's Kitchen Polygon,TRIAL,One-time,2
2026-05,Silver Towers,Hell's Kitchen Polygon,TRIAL,Subscription,4
2026-05,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,One-time,8
2026-05,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,Subscription,26
2026-05,Southgate Towers,Miami Beach Polygon,CHURN,One-time,2
2026-05,Southgate Towers,Miami Beach Polygon,LEAD,One-time,10
2026-05,Southgate Towers,Miami Beach Polygon,LEAD,Subscription,16
2026-05,Southgate Towers,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,One-time,2
2026-05,Southgate Towers,Miami Beach Polygon,RECURRING_SUBSCRIPTION,One-time,2
2026-05,Southgate Towers,Miami Beach Polygon,WARM_LEAD,Subscription,4
2026-05,Stonehill,Chatham / West Orange Polygon,LEAD,Subscription,1
2026-05,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-05,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,1
2026-05,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,Subscription,9
2026-05,The Boulevard,Floating Miami,LEAD,Subscription,1
2026-05,The Boulevard,Floating Miami,ON_DEMAND_SUBSCRIPTION,One-time,4
2026-05,The Buchanan,Floating NY 1,CHURN,Subscription,1
2026-05,The Buchanan,Floating NY 1,WARM_LEAD,One-time,1
2026-05,The Buchanan,Floating NY 1,WARM_LEAD,Subscription,3
2026-05,The Devan,Hoboken Polygon,FROZEN,Subscription,3
2026-05,The Devan,Hoboken Polygon,LEAD,One-time,11
2026-05,The Devan,Hoboken Polygon,LEAD,Subscription,36
2026-05,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,One-time,11
2026-05,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,Subscription,60
2026-05,The Devan,Hoboken Polygon,TRIAL,One-time,4
2026-05,The Devan,Hoboken Polygon,TRIAL,Subscription,1
2026-05,The Devan,Hoboken Polygon,WARM_LEAD,One-time,13
2026-05,The Devan,Hoboken Polygon,WARM_LEAD,Subscription,24
2026-05,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-05,The Eddy,Harrison Polygon,WARM_LEAD,Subscription,2
2026-05,The Enclave,Hoboken Polygon,FREEMIUM,One-time,1
2026-05,The Enclave,Hoboken Polygon,FREEMIUM,Subscription,7
2026-05,The Enclave,Hoboken Polygon,LEAD,Subscription,2
2026-05,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,One-time,1
2026-05,The Ivy,Chatham / West Orange Polygon,LEAD,One-time,1
2026-05,The Kestrel,Floating NY 2,LEAD,Subscription,2
2026-05,The Kestrel,Floating NY 2,RECURRING_SUBSCRIPTION,Subscription,4
2026-05,The Kestrel,Floating NY 2,WARM_LEAD,Subscription,4
2026-05,The Landon,Hell's Kitchen Polygon,TRIAL,One-time,3
2026-05,The Landon,Hell's Kitchen Polygon,TRIAL,Subscription,2
2026-05,The Landon,Hell's Kitchen Polygon,WARM_LEAD,One-time,2
2026-05,The Landon,Hell's Kitchen Polygon,WARM_LEAD,Subscription,3
2026-05,The Vitagraph,Floating NY 2,CHURN,One-time,1
2026-05,Watermarc at Biscayne Bay,Edgeater Polygon,RECURRING_SUBSCRIPTION,Subscription,20
2026-05,Watermarc at Biscayne Bay,Edgeater Polygon,TRIAL,One-time,3
2026-05,Watermarc at Biscayne Bay,Edgeater Polygon,TRIAL,Subscription,1
2026-05,Watermarc at Biscayne Bay,Edgeater Polygon,WARM_LEAD,One-time,6
2026-05,Watermarc at Biscayne Bay,Edgeater Polygon,WARM_LEAD,Subscription,6
2026-05,Waters Edge,Harrison Polygon,LEAD,Subscription,1
2026-06,Bay Parc Apartments,Edgeater Polygon,LEAD,Subscription,3
2026-06,Flow Brickell,Flow Brickell Polygon,LEAD,One-time,2
