visit_month,project,neighbourhood,apt_status,avg_tasks_per_visit,avg_visit_price,chore_count,total_amount
2025-10,The Kestrel,Floating NY 2,WARM_LEAD,7.83,0.0,47,1280.76
2025-10,The Landon,Hell's Kitchen Polygon,CHURN,8.6,146.42,43,1188.2
2025-10,The Landon,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,8.0,75.33,24,681.33
2025-10,The Landon,Hell's Kitchen Polygon,TRIAL,6.0,0.0,6,197.86
2025-10,The Vitagraph,Floating NY 2,TRIAL,8.0,108.5,32,908.44
2025-10,The Vitagraph,Floating NY 2,WARM_LEAD,8.0,0.0,40,1135.55
2025-10,Union Channel ,Boerum Hill Polygon,CHURN,3.0,24.0,6,248.3
2025-10,Union Channel ,Boerum Hill Polygon,TRIAL,3.0,28.67,9,290.55
2025-10,Woodside Central,Floating NY 1,CHURN,8.0,37.0,24,681.33
2025-10,Woodside Central,Floating NY 1,FROZEN,2.0,28.0,2,71.5
2025-10,Woodside Central,Floating NY 1,ON_DEMAND_SUBSCRIPTION,2.8,46.71,14,361.01
2025-10,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,3.15,59.17,41,973.96
2025-10,Woodside Central,Floating NY 1,WARM_LEAD,7.83,0.0,47,1310.01
2025-11,100 House,Hoboken Polygon,CHURN,5.75,16.96,23,810.16
2025-11,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,5.0,0.0,15,492.96
2025-11,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,7.18,105.04,79,2399.93
2025-11,1 Boerum PL,Floating NY 2,CHURN,3.0,57.0,6,260.0
2025-11,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,3.92,123.33,47,1463.93
2025-11,20 Broad Street,Financial District Polygon,CHURN,6.71,86.85,161,4729.92
2025-11,20 Broad Street,Financial District Polygon,LEAD,8.0,0.0,8,227.11
2025-11,20 Broad Street,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,6.89,80.77,62,1814.67
2025-11,20 Broad Street,Financial District Polygon,RECURRING_SUBSCRIPTION,4.23,71.98,127,3518.45
2025-11,20 Broad Street,Financial District Polygon,TRIAL,6.5,66.23,26,746.98
2025-11,20 Broad Street,Financial District Polygon,WARM_LEAD,7.0,1.0,56,1632.02
2025-11,220 East 72nd Street,Floating NY 2,WARM_LEAD,3.0,0.0,3,75.01
2025-11,250 E Houston,Floating NY 2,CHURN,8.0,113.0,8,227.11
2025-11,250 E Houston,Floating NY 2,RECURRING_SUBSCRIPTION,8.25,95.3,33,908.44
2025-11,300 Somerset,Harrison Polygon,CHURN,2.0,9.0,6,214.5
2025-11,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2.1,21.52,21,445.9
2025-11,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,3.5,68.86,14,441.61
2025-11,330 Angelo Cifelli,Harrison Polygon,CHURN,5.33,47.83,48,1458.99
2025-11,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,3.17,13.26,19,546.0
2025-11,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,3.33,78.32,50,1603.68
2025-11,330 Angelo Cifelli,Harrison Polygon,WARM_LEAD,2.0,0.0,2,71.5
2025-11,330W-56th,Hell's Kitchen Polygon,CHURN,3.67,66.18,11,340.86
2025-11,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.09,52.66,56,1521.26
2025-11,345 Baldwin Avenue,Floating Jersey,CHURN,6.67,90.4,20,590.07
2025-11,345 Baldwin Avenue,Floating Jersey,ON_DEMAND_SUBSCRIPTION,3.5,0.0,7,248.3
2025-11,345 Baldwin Avenue,Floating Jersey,RECURRING_SUBSCRIPTION,6.0,94.53,30,894.53
2025-11,345 Baldwin Avenue,Floating Jersey,WARM_LEAD,8.0,0.0,48,1362.66
2025-11,416 Kent Avenue,Williamsburg Polygon,CHURN,8.0,116.2,80,2271.1
2025-11,416 Kent Avenue,Williamsburg Polygon,FROZEN,8.0,85.5,64,1242.28
2025-11,416 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,6.75,95.7,54,1572.35
2025-11,416 Kent Avenue,Williamsburg Polygon,TRIAL,6.5,54.4,65,1815.97
2025-11,420 Kent Avenue,Williamsburg Polygon,CHURN,7.17,62.88,165,4735.64
2025-11,420 Kent Avenue,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,5.78,30.85,52,1550.25
2025-11,420 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,5.62,71.17,118,3449.42
2025-11,420 Kent Avenue,Williamsburg Polygon,TRIAL,5.74,24.48,178,5227.95
2025-11,420 Kent Avenue,Williamsburg Polygon,WARM_LEAD,8.0,0.0,16,454.22
2025-11,535 W 43rd Street,Hell's Kitchen Polygon,CHURN,5.33,58.24,16,454.22
2025-11,535 W 43rd Street,Hell's Kitchen Polygon,LEAD,9.0,122.0,9,244.66
2025-11,535 W 43rd Street,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,8.0,171.0,16,454.22
2025-11,535 W 43rd Street,Hell's Kitchen Polygon,TRIAL,8.33,30.2,50,1421.16
2025-11,655 Union,Boerum Hill Polygon,CHURN,5.63,45.07,45,1291.55
2025-11,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,4.0,43.5,8,271.7
2025-11,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,5.7,81.16,57,1735.24
2025-11,655 Union,Boerum Hill Polygon,TRIAL,8.0,0.0,16,454.22
2025-11,66 Rockwell Place,Brooklyn Heights Polygon,CHURN,5.56,66.92,50,1517.49
2025-11,66 Rockwell Place,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,4.44,89.39,80,2390.31
2025-11,66 Rockwell Place,Brooklyn Heights Polygon,TRIAL,5.6,17.71,28,818.48
2025-11,Agnes,Floating Jersey,CHURN,8.0,0.0,24,681.33
2025-11,Agnes,Floating Jersey,ON_DEMAND_SUBSCRIPTION,2.0,41.0,4,113.75
2025-11,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,2.9,57.66,29,964.21
2025-11,Agnes,Floating Jersey,TRIAL,4.25,4.59,17,447.46
2025-11,Agnes,Floating Jersey,WARM_LEAD,2.0,0.0,2,71.5
2025-11,Alta,Floating NY 1,CHURN,6.8,55.65,68,1976.26
2025-11,Alta,Floating NY 1,ON_DEMAND_SUBSCRIPTION,4.22,38.5,38,1174.68
2025-11,Alta,Floating NY 1,RECURRING_SUBSCRIPTION,5.16,86.93,98,2997.67
2025-11,Alta,Floating NY 1,TRIAL,2.0,48.0,4,143.0
2025-11,Alta,Floating NY 1,WARM_LEAD,8.0,0.0,8,227.11
2025-11,Azrieli TLV,Unknown,CHURN,6.71,68.82,859,24838.19
2025-11,Azrieli TLV,Unknown,TRIAL,8.2,37.17,82,2478.19
2025-11,Brooklyn Crossing,Boerum Hill Polygon,CHURN,6.35,84.84,146,4173.91
2025-11,Brooklyn Crossing,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,5.88,63.43,47,1350.05
2025-11,Brooklyn Crossing,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,6.06,70.47,327,9172.41
2025-11,Brooklyn Crossing,Boerum Hill Polygon,TRIAL,7.33,35.69,88,2498.21
2025-11,Brooklyn Crossing,Boerum Hill Polygon,WARM_LEAD,6.0,3.2,30,888.68
2025-11,Flamingo Point Center Tower,Miami Beach Polygon,CHURN,6.83,90.14,157,4433.39
2025-11,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,7.6,86.09,76,2238.34
2025-11,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,8.0,92.47,288,8057.92
2025-11,Flamingo Point Center Tower,Miami Beach Polygon,TRIAL,7.38,0.68,59,1637.87
2025-11,Flamingo Point Center Tower,Miami Beach Polygon,WARM_LEAD,5.67,21.18,34,1088.88
2025-11,Flamingo Point North Tower,Miami Beach Polygon,CHURN,7.45,82.19,246,6962.15
2025-11,Flamingo Point North Tower,Miami Beach Polygon,FROZEN,8.0,230.0,8,227.11
2025-11,Flamingo Point North Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,7.57,76.51,53,1495.0
2025-11,Flamingo Point North Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,6.57,46.94,197,6004.7
2025-11,Flamingo Point North Tower,Miami Beach Polygon,TRIAL,7.64,31.1,84,2395.25
2025-11,Flamingo Point North Tower,Miami Beach Polygon,WARM_LEAD,2.0,0.0,2,65.65
2025-11,Flamingo South Beach,Miami Beach Polygon,CHURN,5.69,70.78,91,2626.39
2025-11,Flamingo South Beach,Miami Beach Polygon,FROZEN,8.0,116.0,32,931.84
2025-11,Flamingo South Beach,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,4.5,5.89,9,240.11
2025-11,Flamingo South Beach,Miami Beach Polygon,RECURRING_SUBSCRIPTION,5.11,72.62,46,1375.79
2025-11,Flamingo South Beach,Miami Beach Polygon,TRIAL,8.0,85.5,16,454.22
2025-11,Flamingo South Beach,Miami Beach Polygon,WARM_LEAD,6.0,0.0,24,725.92
2025-11,Gindi 1,Unknown,CHURN,5.03,59.39,649,19348.94
2025-11,Gindi 2,Unknown,CHURN,5.42,64.1,390,9483.76
2025-11,Gindi 3,Unknown,CHURN,7.27,74.9,778,22149.01
2025-11,Gindi 4,Unknown,CHURN,5.0,55.5,245,7478.64
2025-11,Gindi 4,Unknown,LEAD,5.0,5.48,5,124.15
2025-11,Gindi 4,Unknown,WARM_LEAD,6.0,0.0,6,264.55
2025-11,Grove Central Residences,Floating Miami,CHURN,7.38,99.73,96,2738.32
2025-11,Grove Central Residences,Floating Miami,ON_DEMAND_SUBSCRIPTION,8.0,37.67,24,681.33
2025-11,Grove Central Residences,Floating Miami,RECURRING_SUBSCRIPTION,8.0,138.0,32,908.44
2025-11,Grove Central Residences,Floating Miami,TRIAL,5.33,12.75,16,522.21
2025-11,Grove Central Residences,Floating Miami,WARM_LEAD,8.4,0.0,42,1275.95
2025-11,HaHehad,Unknown,CHURN,6.41,31.41,250,7718.62
2025-11,HaHehad,Unknown,TRIAL,4.4,27.97,22,614.9
2025-11,John Street 116,Financial District Polygon,CHURN,5.5,32.94,66,2058.42
2025-11,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,5.83,69.34,35,992.94
2025-11,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,6.8,85.47,68,1801.93
2025-11,John Street 116,Financial District Polygon,WARM_LEAD,8.0,96.0,8,227.11
2025-11,Midtown 5,Floating Miami,CHURN,7.5,139.18,60,1671.8
2025-11,Midtown 5,Floating Miami,LEAD,2.0,35.0,4,96.2
2025-11,Midtown 5,Floating Miami,ON_DEMAND_SUBSCRIPTION,4.46,55.81,58,1786.98
2025-11,Midtown 5,Floating Miami,RECURRING_SUBSCRIPTION,7.2,134.11,36,1036.1
2025-11,Midtown 5,Floating Miami,TRIAL,7.0,48.14,84,2506.53
2025-11,Midtown 5,Floating Miami,WARM_LEAD,4.75,20.14,152,4258.28
2025-11,Nine 52,Hell's Kitchen Polygon,LEAD,2.0,28.0,2,71.5
2025-11,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6.22,95.02,56,1635.66
2025-11,Nine 52,Hell's Kitchen Polygon,TRIAL,8.0,0.0,8,227.11
2025-11,Oliver on the Hudson,Floating Jersey,CHURN,4.21,67.76,59,1842.23
2025-11,Oliver on the Hudson,Floating Jersey,LEAD,8.0,42.75,16,454.22
2025-11,Oliver on the Hudson,Floating Jersey,RECURRING_SUBSCRIPTION,6.5,38.46,26,752.83
2025-11,Oliver on the Hudson,Floating Jersey,TRIAL,8.0,0.0,16,454.22
2025-11,One Ten,Hoboken Polygon,CHURN,5.86,70.1,41,1245.79
2025-11,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3.4,30.47,17,600.86
2025-11,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,5.82,68.5,64,2018.51
2025-11,Plank Road,Boerum Hill Polygon,CHURN,6.5,122.15,26,752.83
2025-11,Plank Road,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,8.0,105.6,40,1135.55
2025-11,Plank Road,Boerum Hill Polygon,TRIAL,6.0,26.28,36,1016.34
2025-11,Plank Road,Boerum Hill Polygon,WARM_LEAD,8.0,0.0,8,227.11
2025-11,River Place,Hell's Kitchen Polygon,CHURN,5.94,56.3,101,3124.94
2025-11,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,3.46,40.21,142,4043.65
2025-11,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.63,60.4,270,7357.09
2025-11,River Place,Hell's Kitchen Polygon,TRIAL,4.0,17.88,24,693.42
2025-11,Silver Towers,Hell's Kitchen Polygon,CHURN,6.14,46.85,313,8586.11
2025-11,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,4.0,81.84,24,733.07
2025-11,Silver Towers,Hell's Kitchen Polygon,FROZEN,3.33,91.4,10,253.11
2025-11,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,2.78,31.42,128,3736.85
2025-11,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.8,87.85,783,21808.41
2025-11,Silver Towers,Hell's Kitchen Polygon,TRIAL,5.5,14.73,11,357.11
2025-11,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,6.33,1.58,19,496.47
2025-11,Stonehill,Chatham / West Orange Polygon,CHURN,5.5,35.73,44,1431.95
2025-11,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,6.0,74.58,24,816.01
2025-11,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,5.62,60.93,73,2225.86
2025-11,Stonehill,Chatham / West Orange Polygon,TRIAL,6.0,0.0,12,427.31
2025-11,Stonehill,Chatham / West Orange Polygon,WARM_LEAD,8.0,0.0,16,454.22
2025-11,The Addison,Brooklyn Heights Polygon,CHURN,2.5,61.2,5,195.65
2025-11,The Addison,Brooklyn Heights Polygon,LEAD,8.0,0.0,8,227.11
2025-11,The Addison,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,2.0,13.0,2,71.5
2025-11,The Addison,Brooklyn Heights Polygon,TRIAL,4.0,8.0,12,370.11
2025-11,The Addison,Brooklyn Heights Polygon,WARM_LEAD,6.0,0.0,48,1285.7
2025-11,The Bergen,Boerum Hill Polygon,CHURN,8.0,113.0,16,454.22
2025-11,The Bergen,Boerum Hill Polygon,TRIAL,5.0,101.0,5,141.7
2025-11,The Boulevard,Floating Miami,CHURN,5.88,62.47,47,1475.24
2025-11,The Boulevard,Floating Miami,FROZEN,8.0,0.0,8,227.11
2025-11,The Boulevard,Floating Miami,ON_DEMAND_SUBSCRIPTION,3.57,82.44,25,811.72
2025-11,The Boulevard,Floating Miami,RECURRING_SUBSCRIPTION,6.9,42.8,69,2067.52
2025-11,The Boulevard,Floating Miami,TRIAL,8.5,0.0,17,465.92
2025-11,The Boulevard,Floating Miami,WARM_LEAD,4.8,0.0,24,590.33
2025-11,The Buchanan,Floating NY 1,CHURN,5.0,91.93,15,387.66
2025-11,The Buchanan,Floating NY 1,ON_DEMAND_SUBSCRIPTION,3.0,58.0,6,207.35
2025-11,The Buchanan,Floating NY 1,RECURRING_SUBSCRIPTION,4.9,85.99,103,2746.38
2025-11,The Buchanan,Floating NY 1,TRIAL,5.0,39.5,10,143.0
2025-11,The Buchanan,Floating NY 1,WARM_LEAD,2.5,0.0,10,336.31
2025-11,The Devan,Hoboken Polygon,CHURN,7.0,57.99,84,2308.8
2025-11,The Devan,Hoboken Polygon,FROZEN,5.5,99.91,11,357.11
2025-11,The Devan,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,6.0,152.0,18,508.17
2025-11,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,6.75,111.61,108,3154.06
2025-11,The Devan,Hoboken Polygon,TRIAL,2.0,28.0,2,71.5
2025-11,The Dime,Williamsburg Polygon,CHURN,8.0,82.5,32,908.44
2025-11,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,3.5,62.86,14,424.06
2025-11,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,7.67,56.0,46,1333.41
2025-11,The Dime,Williamsburg Polygon,WARM_LEAD,8.0,0.0,8,227.11
2025-11,The Eddy,Harrison Polygon,CHURN,2.0,5.6,10,357.5
2025-11,The Eddy,Harrison Polygon,FREEMIUM,8.0,108.0,8,227.11
2025-11,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,5.0,123.35,40,1141.79
2025-11,The Eddy,Harrison Polygon,TRIAL,6.0,0.0,6,194.35
2025-11,The Eddy,Harrison Polygon,WARM_LEAD,2.0,0.0,2,71.5
2025-11,The Enclave,Hoboken Polygon,CHURN,8.33,32.32,25,698.88
2025-11,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,4.8,79.8,48,1578.33
2025-11,The Enclave,Hoboken Polygon,TRIAL,8.0,52.0,16,454.22
2025-11,The Enclave,Hoboken Polygon,WARM_LEAD,8.0,0.0,8,227.11
2025-11,The Ivy,Chatham / West Orange Polygon,CHURN,7.58,133.97,91,2667.99
2025-11,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,8.0,69.0,32,908.44
2025-11,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,6.24,105.03,106,3300.44
2025-11,The Kestrel,Floating NY 2,CHURN,4.0,100.44,8,227.11
2025-11,The Kestrel,Floating NY 2,ON_DEMAND_SUBSCRIPTION,8.0,113.0,8,227.11
2025-11,The Kestrel,Floating NY 2,RECURRING_SUBSCRIPTION,8.0,77.88,32,908.44
2025-11,The Kestrel,Floating NY 2,WARM_LEAD,7.86,0.0,55,1507.87
2025-11,The Landing,Brooklyn Heights Polygon,ON_DEMAND_SUBSCRIPTION,8.0,0.0,8,227.11
2025-11,The Landing,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,8.0,0.0,16,454.22
2025-11,The Landing,Brooklyn Heights Polygon,WARM_LEAD,8.0,0.0,8,227.11
2025-11,The Landon,Hell's Kitchen Polygon,CHURN,8.33,36.16,50,1397.76
2025-11,The Landon,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6.25,76.44,50,1484.6
2025-11,The Landon,Hell's Kitchen Polygon,TRIAL,6.29,3.64,44,1296.1
2025-11,The Vitagraph,Floating NY 2,TRIAL,8.0,0.0,24,681.33
2025-11,The Vitagraph,Floating NY 2,WARM_LEAD,8.0,0.0,40,1135.55
2025-11,Union Channel ,Boerum Hill Polygon,CHURN,3.0,0.0,3,124.15
2025-11,Union Channel ,Boerum Hill Polygon,TRIAL,3.5,0.0,7,265.85
2025-11,Woodside Central,Floating NY 1,CHURN,8.0,0.0,8,227.11
2025-11,Woodside Central,Floating NY 1,ON_DEMAND_SUBSCRIPTION,5.2,69.26,26,752.83
2025-11,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,3.0,29.04,45,1066.52
2025-11,Woodside Central,Floating NY 1,WARM_LEAD,8.0,0.0,40,1135.55
2025-12,100 House,Hoboken Polygon,CHURN,4.83,68.24,29,921.57
2025-12,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3.6,16.5,18,571.61
2025-12,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,7.45,136.41,82,2432.69
2025-12,1 Boerum PL,Floating NY 2,CHURN,4.14,80.03,29,823.42
2025-12,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,3.55,83.15,39,1243.97
2025-12,2000 Biscayne,Edgeater Polygon,CHURN,7.0,72.54,56,1740.83
2025-12,2000 Biscayne,Edgeater Polygon,LEAD,4.0,95.25,12,401.7
2025-12,2000 Biscayne,Edgeater Polygon,ON_DEMAND_SUBSCRIPTION,4.56,62.27,41,1268.28
2025-12,2000 Biscayne,Edgeater Polygon,RECURRING_SUBSCRIPTION,7.82,104.38,86,2473.64
2025-12,2000 Biscayne,Edgeater Polygon,TRIAL,5.12,31.0,128,3471.13
2025-12,2000 Biscayne,Edgeater Polygon,WARM_LEAD,7.17,25.95,43,1287.0
2025-12,20 Broad Street,Financial District Polygon,CHURN,6.71,80.09,161,4841.07
2025-12,20 Broad Street,Financial District Polygon,LEAD,8.0,0.0,8,227.11
2025-12,20 Broad Street,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,3.87,61.06,89,2576.86
2025-12,20 Broad Street,Financial District Polygon,RECURRING_SUBSCRIPTION,4.71,59.48,193,5585.06
2025-12,20 Broad Street,Financial District Polygon,TRIAL,7.0,40.0,42,1201.2
2025-12,20 Broad Street,Financial District Polygon,WARM_LEAD,7.71,32.3,54,1560.52
2025-12,220 East 72nd Street,Floating NY 2,WARM_LEAD,3.0,0.0,3,75.01
2025-12,250 E Houston,Floating NY 2,CHURN,8.0,113.0,8,227.11
2025-12,250 E Houston,Floating NY 2,RECURRING_SUBSCRIPTION,6.71,107.65,47,1376.7
2025-12,300 Somerset,Harrison Polygon,CHURN,2.0,13.5,4,143.0
2025-12,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2.0,9.67,12,259.35
2025-12,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,3.2,13.5,16,513.11
2025-12,330 Angelo Cifelli,Harrison Polygon,CHURN,6.0,43.82,66,1977.56
2025-12,330 Angelo Cifelli,Harrison Polygon,LEAD,2.0,31.0,2,71.5
2025-12,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2.25,24.11,9,221.65
2025-12,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,2.86,43.74,60,1867.58
2025-12,330 Angelo Cifelli,Harrison Polygon,WARM_LEAD,2.0,9.33,6,214.5
2025-12,330W-56th,Hell's Kitchen Polygon,CHURN,2.57,40.95,18,613.86
2025-12,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,4.71,64.82,99,2823.47
2025-12,345 Baldwin Avenue,Floating Jersey,CHURN,6.67,96.7,20,590.07
2025-12,345 Baldwin Avenue,Floating Jersey,ON_DEMAND_SUBSCRIPTION,3.75,34.0,15,517.66
2025-12,345 Baldwin Avenue,Floating Jersey,RECURRING_SUBSCRIPTION,6.0,57.6,30,894.53
2025-12,345 Baldwin Avenue,Floating Jersey,WARM_LEAD,6.8,3.0,34,979.94
2025-12,416 Kent Avenue,Williamsburg Polygon,CHURN,8.0,84.0,96,2725.32
2025-12,416 Kent Avenue,Williamsburg Polygon,FROZEN,8.11,56.22,73,1469.39
2025-12,416 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,6.77,83.32,88,2552.29
2025-12,416 Kent Avenue,Williamsburg Polygon,TRIAL,8.14,0.0,57,1624.87
2025-12,420 Kent Avenue,Williamsburg Polygon,CHURN,7.77,55.53,241,6400.42
2025-12,420 Kent Avenue,Williamsburg Polygon,LEAD,6.0,101.0,6,194.35
2025-12,420 Kent Avenue,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,5.78,6.23,52,1550.25
2025-12,420 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,5.39,54.26,167,4679.35
2025-12,420 Kent Avenue,Williamsburg Polygon,TRIAL,6.35,10.28,127,3717.35
2025-12,420 Kent Avenue,Williamsburg Polygon,WARM_LEAD,4.5,3.56,27,781.17
2025-12,535 W 43rd Street,Hell's Kitchen Polygon,CHURN,8.0,74.33,24,681.33
2025-12,535 W 43rd Street,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.5,69.68,22,661.57
2025-12,535 W 43rd Street,Hell's Kitchen Polygon,TRIAL,7.14,36.4,50,1410.76
2025-12,655 Union,Boerum Hill Polygon,CHURN,6.0,21.96,54,1577.16
2025-12,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,4.0,87.0,4,135.85
2025-12,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,6.89,110.06,62,1856.79
2025-12,655 Union,Boerum Hill Polygon,TRIAL,8.0,0.0,24,681.33
2025-12,66 Rockwell Place,Brooklyn Heights Polygon,CHURN,6.0,54.05,72,2048.93
2025-12,66 Rockwell Place,Brooklyn Heights Polygon,ON_DEMAND_SUBSCRIPTION,8.0,113.0,8,227.11
2025-12,66 Rockwell Place,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,4.44,83.4,111,3182.14
2025-12,66 Rockwell Place,Brooklyn Heights Polygon,TRIAL,6.5,2.15,26,746.98
2025-12,Agnes,Floating Jersey,CHURN,6.0,61.58,24,690.82
2025-12,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,3.21,50.63,90,2792.66
2025-12,Agnes,Floating Jersey,TRIAL,4.33,4.77,13,364.26
2025-12,Agnes,Floating Jersey,WARM_LEAD,2.0,0.0,2,71.5
2025-12,Alta,Floating NY 1,CHURN,5.94,29.96,95,2880.28
2025-12,Alta,Floating NY 1,ON_DEMAND_SUBSCRIPTION,5.6,18.98,56,1648.66
2025-12,Alta,Floating NY 1,RECURRING_SUBSCRIPTION,5.79,79.19,139,4170.66
2025-12,Alta,Floating NY 1,TRIAL,2.0,14.0,6,214.5
2025-12,Alta,Floating NY 1,WARM_LEAD,8.0,0.0,8,227.11
2025-12,Azrieli TLV,Unknown,CHURN,6.79,66.6,978,28752.49
2025-12,Azrieli TLV,Unknown,TRIAL,9.0,48.17,90,2750.8
2025-12,Brooklyn Crossing,Boerum Hill Polygon,CHURN,6.44,77.54,219,6321.25
2025-12,Brooklyn Crossing,Boerum Hill Polygon,LEAD,2.67,0.0,8,331.5
2025-12,Brooklyn Crossing,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,4.78,49.19,43,1207.44
2025-12,Brooklyn Crossing,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,5.76,70.38,334,9307.61
2025-12,Brooklyn Crossing,Boerum Hill Polygon,TRIAL,8.0,8.29,112,3179.54
2025-12,Brooklyn Crossing,Boerum Hill Polygon,WARM_LEAD,7.0,0.0,28,817.18
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,CHURN,7.0,91.93,182,5180.37
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,FROZEN,9.0,0.0,18,480.22
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,5.49,66.54,192,5620.55
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,7.37,94.42,435,11839.49
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,TRIAL,6.86,34.61,96,2725.32
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,WARM_LEAD,4.4,1.0,44,1450.93
2025-12,Flamingo Point North Tower,Miami Beach Polygon,CHURN,7.46,85.68,261,7485.4
2025-12,Flamingo Point North Tower,Miami Beach Polygon,FROZEN,8.0,115.0,16,454.22
2025-12,Flamingo Point North Tower,Miami Beach Polygon,LEAD,2.0,46.0,2,65.65
2025-12,Flamingo Point North Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,7.08,52.34,85,2485.47
2025-12,Flamingo Point North Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,6.08,54.29,231,7179.38
2025-12,Flamingo Point North Tower,Miami Beach Polygon,TRIAL,7.54,15.92,98,2796.82
2025-12,Flamingo Point North Tower,Miami Beach Polygon,WARM_LEAD,4.33,26.92,26,830.31
