visit_month,project,neighbourhood,apt_status,finished_completed,finished,completed,pending,cancelled,net_revenue,avg_duration_mins
2025-11,The Buchanan,Floating NY 1,TRIAL,1,0,1,0,1,79.0,100.0
2025-11,The Buchanan,Floating NY 1,WARM_LEAD,0,0,0,0,4,,
2025-11,The Devan,Hoboken Polygon,CHURN,5,2,3,0,6,522.0,93.0
2025-11,The Devan,Hoboken Polygon,FROZEN,2,1,1,0,0,183.0,137.0
2025-11,The Devan,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3,0,3,0,1,405.0,110.0
2025-11,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,14,4,10,0,2,1740.0,103.0
2025-11,The Devan,Hoboken Polygon,TRIAL,1,0,1,0,0,28.0,14.0
2025-11,The Dime,Williamsburg Polygon,CHURN,2,1,1,0,2,330.0,182.0
2025-11,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,1,0,1,0,3,110.0,181.0
2025-11,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,3,2,1,0,3,344.0,70.0
2025-11,The Dime,Williamsburg Polygon,WARM_LEAD,0,0,0,0,1,,
2025-11,The Eddy,Harrison Polygon,CHURN,1,0,1,0,4,28.0,23.0
2025-11,The Eddy,Harrison Polygon,FREEMIUM,1,1,0,0,0,108.0,149.0
2025-11,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,7,2,5,0,1,661.0,103.0
2025-11,The Eddy,Harrison Polygon,TRIAL,0,0,0,0,1,,
2025-11,The Eddy,Harrison Polygon,WARM_LEAD,0,0,0,0,1,,
2025-11,The Enclave,Hoboken Polygon,CHURN,1,1,0,0,2,101.0,
2025-11,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,8,3,5,0,2,623.0,78.0
2025-11,The Enclave,Hoboken Polygon,TRIAL,1,0,1,0,1,104.0,
2025-11,The Enclave,Hoboken Polygon,WARM_LEAD,0,0,0,0,1,,
2025-11,The Ivy,Chatham / West Orange Polygon,CHURN,10,6,4,0,1,1436.0,87.0
2025-11,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,1,1,0,2,276.0,82.0
2025-11,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,13,10,3,0,5,1737.0,81.0
2025-11,The Kestrel,Floating NY 2,CHURN,2,1,1,0,2,198.5,42.0
2025-11,The Kestrel,Floating NY 2,RECURRING_SUBSCRIPTION,3,0,3,0,0,339.0,15.0
2025-11,The Kestrel,Floating NY 2,WARM_LEAD,0,0,0,0,7,,
2025-11,The Landing,Brooklyn Heights Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,1,,
2025-11,The Landing,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,0,0,0,0,2,,
2025-11,The Landing,Brooklyn Heights Polygon,WARM_LEAD,0,0,0,0,1,,
2025-11,The Landon,Hell's Kitchen Polygon,CHURN,2,0,2,0,4,226.0,162.0
2025-11,The Landon,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6,3,3,0,2,569.0,107.0
2025-11,The Landon,Hell's Kitchen Polygon,TRIAL,0,0,0,0,7,,
2025-11,The Vitagraph,Floating NY 2,TRIAL,0,0,0,0,3,,
2025-11,The Vitagraph,Floating NY 2,WARM_LEAD,0,0,0,0,5,,
2025-11,Union Channel ,Boerum Hill Polygon,CHURN,0,0,0,0,1,,
2025-11,Union Channel ,Boerum Hill Polygon,TRIAL,0,0,0,0,2,,
2025-11,Woodside Central,Floating NY 1,CHURN,0,0,0,0,1,,
2025-11,Woodside Central,Floating NY 1,ON_DEMAND_SUBSCRIPTION,3,2,1,0,2,257.0,72.0
2025-11,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,9,0,9,0,6,295.0,58.0
2025-11,Woodside Central,Floating NY 1,WARM_LEAD,0,0,0,0,5,,
2025-12,100 House,Hoboken Polygon,CHURN,4,2,2,0,2,428.0,100.0
2025-12,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,2,2,0,0,3,115.0,45.0
2025-12,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,11,4,7,0,0,1483.0,76.0
2025-12,1 Boerum PL,Floating NY 2,CHURN,4,4,0,0,3,344.0,131.0
2025-12,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,10,10,0,0,1,660.0,76.0
2025-12,2000 Biscayne,Edgeater Polygon,CHURN,6,4,2,0,2,583.0,88.0
2025-12,2000 Biscayne,Edgeater Polygon,LEAD,1,0,1,0,2,150.0,116.0
2025-12,2000 Biscayne,Edgeater Polygon,ON_DEMAND_SUBSCRIPTION,4,1,3,0,5,411.0,59.0
2025-12,2000 Biscayne,Edgeater Polygon,RECURRING_SUBSCRIPTION,9,2,7,0,2,1119.0,92.0
2025-12,2000 Biscayne,Edgeater Polygon,TRIAL,7,3,4,0,18,601.0,45.0
2025-12,2000 Biscayne,Edgeater Polygon,WARM_LEAD,0,0,0,0,6,,
2025-12,20 Broad Street,Financial District Polygon,CHURN,15,10,5,0,7,1400.0,115.0
2025-12,20 Broad Street,Financial District Polygon,LEAD,0,0,0,0,1,,
2025-12,20 Broad Street,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,17,11,6,0,6,963.35,73.0
2025-12,20 Broad Street,Financial District Polygon,RECURRING_SUBSCRIPTION,26,12,14,0,17,1940.0,77.0
2025-12,20 Broad Street,Financial District Polygon,TRIAL,2,2,0,0,4,210.0,126.0
2025-12,20 Broad Street,Financial District Polygon,WARM_LEAD,1,0,1,0,6,113.0,129.0
2025-12,220 East 72nd Street,Floating NY 2,WARM_LEAD,0,0,0,0,1,,
2025-12,250 E Houston,Floating NY 2,CHURN,1,0,1,0,0,113.0,130.0
2025-12,250 E Houston,Floating NY 2,RECURRING_SUBSCRIPTION,5,2,3,0,2,660.0,118.0
2025-12,300 Somerset,Harrison Polygon,CHURN,1,0,1,0,1,27.0,45.0
2025-12,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,4,4,0,0,2,58.0,29.0
2025-12,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,4,3,1,0,1,108.0,28.0
2025-12,330 Angelo Cifelli,Harrison Polygon,CHURN,4,3,1,0,7,393.0,105.0
2025-12,330 Angelo Cifelli,Harrison Polygon,LEAD,1,1,0,0,0,31.0,79.0
2025-12,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,3,1,2,0,1,121.0,50.0
2025-12,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,14,8,6,0,7,611.0,66.0
2025-12,330 Angelo Cifelli,Harrison Polygon,WARM_LEAD,1,0,1,0,2,28.0,62.0
2025-12,330W-56th,Hell's Kitchen Polygon,CHURN,2,2,0,0,5,142.0,87.0
2025-12,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,17,10,7,0,4,1058.0,84.0
2025-12,345 Baldwin Avenue,Floating Jersey,CHURN,2,1,1,0,1,226.0,68.0
2025-12,345 Baldwin Avenue,Floating Jersey,ON_DEMAND_SUBSCRIPTION,1,0,1,0,3,85.0,113.0
2025-12,345 Baldwin Avenue,Floating Jersey,RECURRING_SUBSCRIPTION,2,1,1,0,3,132.0,30.0
2025-12,345 Baldwin Avenue,Floating Jersey,WARM_LEAD,1,0,1,0,4,51.0,56.0
2025-12,416 Kent Avenue,Williamsburg Polygon,CHURN,6,6,0,0,6,1008.0,142.0
2025-12,416 Kent Avenue,Williamsburg Polygon,FROZEN,6,5,1,0,3,492.0,79.0
2025-12,416 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,8,5,3,0,5,811.5,121.0
2025-12,416 Kent Avenue,Williamsburg Polygon,TRIAL,0,0,0,0,7,,
2025-12,420 Kent Avenue,Williamsburg Polygon,CHURN,12,6,6,0,19,1581.0,98.0
2025-12,420 Kent Avenue,Williamsburg Polygon,LEAD,1,1,0,0,0,101.0,75.0
2025-12,420 Kent Avenue,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,2,2,0,0,7,85.0,47.0
2025-12,420 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,20,11,9,0,11,1208.0,89.0
2025-12,420 Kent Avenue,Williamsburg Polygon,TRIAL,4,3,1,0,16,217.0,116.0
2025-12,420 Kent Avenue,Williamsburg Polygon,WARM_LEAD,1,0,1,0,5,18.0,15.0
2025-12,535 W 43rd Street,Hell's Kitchen Polygon,CHURN,2,0,2,0,1,223.0,111.0
2025-12,535 W 43rd Street,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,3,3,0,0,1,226.0,31.0
2025-12,535 W 43rd Street,Hell's Kitchen Polygon,TRIAL,3,1,2,0,4,250.0,90.0
2025-12,655 Union,Boerum Hill Polygon,CHURN,4,0,4,0,5,254.0,89.0
2025-12,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,1,1,0,0,0,87.0,89.0
2025-12,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,8,8,0,0,1,985.0,121.0
2025-12,655 Union,Boerum Hill Polygon,TRIAL,0,0,0,0,3,,
2025-12,66 Rockwell Place,Brooklyn Heights Polygon,CHURN,6,3,3,0,6,512.0,73.0
2025-12,66 Rockwell Place,Brooklyn Heights Polygon,ON_DEMAND_SUBSCRIPTION,1,0,1,0,0,113.0,4.0
2025-12,66 Rockwell Place,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,22,10,12,0,3,1466.0,46.0
2025-12,66 Rockwell Place,Brooklyn Heights Polygon,TRIAL,1,1,0,0,3,28.0,
2025-12,Agnes,Floating Jersey,CHURN,2,2,0,0,2,109.0,95.0
2025-12,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,14,3,11,0,14,863.0,72.0
2025-12,Agnes,Floating Jersey,TRIAL,1,1,0,0,2,31.0,
2025-12,Agnes,Floating Jersey,WARM_LEAD,0,0,0,0,1,,
2025-12,Alta,Floating NY 1,CHURN,6,3,3,0,10,563.0,90.0
2025-12,Alta,Floating NY 1,ON_DEMAND_SUBSCRIPTION,4,1,3,0,6,223.0,73.0
2025-12,Alta,Floating NY 1,RECURRING_SUBSCRIPTION,19,12,7,0,5,1653.0,81.0
2025-12,Alta,Floating NY 1,TRIAL,1,0,1,0,2,28.0,51.0
2025-12,Alta,Floating NY 1,WARM_LEAD,0,0,0,0,1,,
2025-12,Azrieli TLV,Unknown,CHURN,39,36,3,0,13,3054.79,92.0
2025-12,Azrieli TLV,Unknown,FROZEN,2,2,0,0,2,160.55,175.0
2025-12,Azrieli TLV,Unknown,ON_DEMAND_SUBSCRIPTION,2,2,0,0,0,126.03,95.0
2025-12,Azrieli TLV,Unknown,RECURRING_SUBSCRIPTION,64,57,7,0,22,4941.92,93.0
2025-12,Azrieli TLV,Unknown,TRIAL,4,4,0,0,6,455.34,141.0
2025-12,Brooklyn Crossing,Boerum Hill Polygon,CHURN,18,8,10,0,16,1884.0,106.0
2025-12,Brooklyn Crossing,Boerum Hill Polygon,LEAD,0,0,0,0,3,,
2025-12,Brooklyn Crossing,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,4,1,3,0,5,321.0,76.0
2025-12,Brooklyn Crossing,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,36,9,27,0,22,3117.5,82.0
2025-12,Brooklyn Crossing,Boerum Hill Polygon,TRIAL,1,0,1,0,13,116.0,135.0
2025-12,Brooklyn Crossing,Boerum Hill Polygon,WARM_LEAD,0,0,0,0,4,,
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,CHURN,14,13,1,0,12,2136.0,56.0
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,FROZEN,0,0,0,0,2,,
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,24,13,11,0,11,1799.0,50.0
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,34,14,20,0,25,4412.25,62.0
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,TRIAL,3,0,3,0,11,424.0,59.0
2025-12,Flamingo Point Center Tower,Miami Beach Polygon,WARM_LEAD,1,1,0,0,9,44.0,45.0
2025-12,Flamingo Point North Tower,Miami Beach Polygon,CHURN,16,12,4,0,19,2586.0,63.0
2025-12,Flamingo Point North Tower,Miami Beach Polygon,FROZEN,1,1,0,0,1,230.0,
2025-12,Flamingo Point North Tower,Miami Beach Polygon,LEAD,1,1,0,0,0,46.0,
2025-12,Flamingo Point North Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,5,3,2,0,7,672.0,4.0
2025-12,Flamingo Point North Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,19,7,12,0,19,1919.0,75.0
2025-12,Flamingo Point North Tower,Miami Beach Polygon,TRIAL,1,1,0,0,12,195.0,
2025-12,Flamingo Point North Tower,Miami Beach Polygon,WARM_LEAD,2,1,1,0,4,175.0,
2025-12,Flamingo South Beach,Miami Beach Polygon,CHURN,5,3,2,0,6,479.05,43.0
2025-12,Flamingo South Beach,Miami Beach Polygon,FROZEN,0,0,0,0,5,,
2025-12,Flamingo South Beach,Miami Beach Polygon,LEAD,1,0,1,0,0,174.0,
2025-12,Flamingo South Beach,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,2,,
2025-12,Flamingo South Beach,Miami Beach Polygon,RECURRING_SUBSCRIPTION,15,2,13,0,7,1501.35,72.0
2025-12,Flamingo South Beach,Miami Beach Polygon,TRIAL,3,3,0,0,4,316.35,34.0
2025-12,Flamingo South Beach,Miami Beach Polygon,WARM_LEAD,0,0,0,0,4,,
2025-12,Gindi 1,Unknown,CHURN,58,56,2,0,17,2719.45,68.0
2025-12,Gindi 1,Unknown,FROZEN,5,3,2,0,1,395.62,77.0
2025-12,Gindi 1,Unknown,ON_DEMAND_SUBSCRIPTION,17,14,3,0,15,426.58,40.0
2025-12,Gindi 1,Unknown,RECURRING_SUBSCRIPTION,32,31,1,0,17,3080.55,116.0
2025-12,Gindi 1,Unknown,TRIAL,2,1,1,0,0,92.88,93.0
2025-12,Gindi 2,Unknown,CHURN,32,31,1,0,29,2690.96,106.0
2025-12,Gindi 2,Unknown,ON_DEMAND_SUBSCRIPTION,1,1,0,0,5,45.75,158.0
2025-12,Gindi 2,Unknown,RECURRING_SUBSCRIPTION,23,21,2,0,7,1729.59,116.0
2025-12,Gindi 2,Unknown,TRIAL,1,1,0,0,0,65.48,89.0
2025-12,Gindi 2,Unknown,WARM_LEAD,0,0,0,0,2,,
2025-12,Gindi 3,Unknown,CHURN,40,35,5,0,10,3597.25,110.0
2025-12,Gindi 3,Unknown,FROZEN,12,12,0,0,8,1120.82,149.0
2025-12,Gindi 3,Unknown,ON_DEMAND_SUBSCRIPTION,3,3,0,0,4,164.66,102.0
2025-12,Gindi 3,Unknown,RECURRING_SUBSCRIPTION,28,23,5,0,19,3564.66,109.0
2025-12,Gindi 4,Unknown,CHURN,14,14,0,0,3,791.23,73.0
2025-12,Gindi 4,Unknown,FROZEN,1,1,0,0,1,75.34,111.0
2025-12,Gindi 4,Unknown,ON_DEMAND_SUBSCRIPTION,6,3,3,0,11,461.1,98.0
2025-12,Gindi 4,Unknown,RECURRING_SUBSCRIPTION,6,5,1,0,11,357.26,56.0
2025-12,Gindi 4,Unknown,TRIAL,2,2,0,0,0,199.73,167.0
2025-12,Grove Central Residences,Floating Miami,CHURN,3,3,0,0,7,695.0,15.0
2025-12,Grove Central Residences,Floating Miami,ON_DEMAND_SUBSCRIPTION,3,0,3,0,1,251.0,37.0
2025-12,Grove Central Residences,Floating Miami,RECURRING_SUBSCRIPTION,2,1,1,0,2,401.0,
2025-12,Grove Central Residences,Floating Miami,TRIAL,0,0,0,0,3,,
2025-12,Grove Central Residences,Floating Miami,WARM_LEAD,0,0,0,0,2,,
2025-12,HaHehad,Unknown,CHURN,21,20,1,0,3,1503.29,90.0
2025-12,HaHehad,Unknown,ON_DEMAND_SUBSCRIPTION,2,2,0,0,0,214.25,113.0
2025-12,HaHehad,Unknown,RECURRING_SUBSCRIPTION,7,5,2,0,4,566.3,83.0
2025-12,HaHehad,Unknown,TRIAL,5,5,0,0,1,144.38,59.0
2025-12,John Street 116,Financial District Polygon,CHURN,1,1,0,0,7,122.0,164.0
2025-12,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,6,6,0,0,2,386.0,81.0
2025-12,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,9,7,2,0,1,792.0,108.0
2025-12,Livana East Hanover,Chatham / West Orange Polygon,CHURN,0,0,0,0,1,,
2025-12,Livana East Hanover,Chatham / West Orange Polygon,TRIAL,0,0,0,0,1,,
2025-12,Livana East Hanover,Chatham / West Orange Polygon,WARM_LEAD,0,0,0,0,1,,
2025-12,Midtown 5,Floating Miami,CHURN,6,0,6,0,3,1017.0,118.0
2025-12,Midtown 5,Floating Miami,ON_DEMAND_SUBSCRIPTION,6,2,4,0,7,349.0,34.0
2025-12,Midtown 5,Floating Miami,RECURRING_SUBSCRIPTION,9,4,5,0,3,1171.0,50.0
2025-12,Midtown 5,Floating Miami,TRIAL,5,4,1,0,6,777.0,101.0
2025-12,Midtown 5,Floating Miami,WARM_LEAD,5,1,4,0,26,418.0,81.0
2025-12,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,8,7,1,0,1,894.0,76.0
2025-12,Nine 52,Hell's Kitchen Polygon,TRIAL,0,0,0,0,1,,
2025-12,Oliver on the Hudson,Floating Jersey,CHURN,4,0,4,0,6,383.0,72.0
2025-12,Oliver on the Hudson,Floating Jersey,LEAD,1,0,1,0,0,174.0,148.0
2025-12,Oliver on the Hudson,Floating Jersey,ON_DEMAND_SUBSCRIPTION,0,0,0,0,1,,
2025-12,Oliver on the Hudson,Floating Jersey,RECURRING_SUBSCRIPTION,6,3,3,0,2,656.0,60.0
2025-12,Oliver on the Hudson,Floating Jersey,TRIAL,0,0,0,0,2,,
2025-12,One Ten,Hoboken Polygon,CHURN,3,3,0,0,3,377.0,77.0
2025-12,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,2,1,1,0,3,120.0,80.0
2025-12,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,11,10,1,0,4,844.0,93.0
2025-12,Plank Road,Boerum Hill Polygon,CHURN,5,5,0,0,4,565.0,97.0
2025-12,Plank Road,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,6,6,0,0,2,830.0,108.0
2025-12,Plank Road,Boerum Hill Polygon,TRIAL,0,0,0,0,3,,
2025-12,Plank Road,Boerum Hill Polygon,WARM_LEAD,0,0,0,0,1,,
2025-12,River Place,Hell's Kitchen Polygon,CHURN,8,8,0,0,9,580.0,77.0
2025-12,River Place,Hell's Kitchen Polygon,FREEMIUM,1,0,1,0,1,31.0,50.0
2025-12,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,25,17,8,0,12,894.0,39.0
2025-12,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,62,40,22,0,28,4030.0,73.0
2025-12,River Place,Hell's Kitchen Polygon,TRIAL,2,0,2,0,5,201.0,112.0
2025-12,River Place,Hell's Kitchen Polygon,WARM_LEAD,1,0,1,0,0,31.0,33.0
2025-12,Silver Towers,Hell's Kitchen Polygon,CHURN,22,15,7,0,35,1757.0,86.0
2025-12,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,3,1,2,0,2,303.0,71.0
2025-12,Silver Towers,Hell's Kitchen Polygon,FROZEN,2,1,1,0,1,154.0,86.0
2025-12,Silver Towers,Hell's Kitchen Polygon,LEAD,1,1,0,0,0,66.0,64.0
2025-12,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,49,19,30,0,5,1859.0,44.0
2025-12,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,96,69,27,0,48,8425.0,90.0
2025-12,Silver Towers,Hell's Kitchen Polygon,TRIAL,10,8,2,0,5,690.0,73.0
2025-12,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,2,2,0,0,8,74.0,39.0
2025-12,Stonehill,Chatham / West Orange Polygon,CHURN,2,2,0,0,5,219.0,92.0
2025-12,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,5,5,0,0,6,386.0,60.0
2025-12,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,8,1,7,0,6,687.0,73.0
2025-12,Stonehill,Chatham / West Orange Polygon,WARM_LEAD,0,0,0,0,2,,
2025-12,The Addison,Brooklyn Heights Polygon,CHURN,2,0,2,0,0,287.0,60.0
2025-12,The Addison,Brooklyn Heights Polygon,LEAD,0,0,0,0,1,,
2025-12,The Addison,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,3,2,1,0,0,92.0,42.0
2025-12,The Addison,Brooklyn Heights Polygon,TRIAL,1,1,0,0,1,105.0,200.0
2025-12,The Addison,Brooklyn Heights Polygon,WARM_LEAD,1,1,0,0,13,25.0,46.0
2025-12,The Bergen,Boerum Hill Polygon,CHURN,2,1,1,0,0,226.0,91.0
2025-12,The Bergen,Boerum Hill Polygon,TRIAL,0,0,0,0,2,,
2025-12,The Boulevard,Floating Miami,CHURN,4,2,2,0,3,454.0,53.0
2025-12,The Boulevard,Floating Miami,ON_DEMAND_SUBSCRIPTION,7,3,4,0,3,519.0,39.0
2025-12,The Boulevard,Floating Miami,RECURRING_SUBSCRIPTION,7,2,5,0,8,668.0,68.0
2025-12,The Boulevard,Floating Miami,TRIAL,1,1,0,0,1,113.0,114.0
2025-12,The Boulevard,Floating Miami,WARM_LEAD,0,0,0,0,2,,
2025-12,The Buchanan,Floating NY 1,CHURN,3,2,1,0,2,247.0,81.0
2025-12,The Buchanan,Floating NY 1,ON_DEMAND_SUBSCRIPTION,1,0,1,0,0,25.0,17.0
2025-12,The Buchanan,Floating NY 1,RECURRING_SUBSCRIPTION,17,7,10,0,4,1296.0,79.0
2025-12,The Buchanan,Floating NY 1,TRIAL,0,0,0,0,3,,
2025-12,The Buchanan,Floating NY 1,WARM_LEAD,0,0,0,0,2,,
2025-12,The Devan,Hoboken Polygon,CHURN,6,4,2,0,7,766.0,103.0
2025-12,The Devan,Hoboken Polygon,FROZEN,0,0,0,0,2,,
2025-12,The Devan,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,4,2,2,0,1,434.0,85.0
2025-12,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,24,5,19,0,13,2787.0,65.0
2025-12,The Devan,Hoboken Polygon,TRIAL,1,0,1,0,2,116.0,72.0
2025-12,The Dime,Williamsburg Polygon,CHURN,3,3,0,0,1,440.0,165.0
2025-12,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,2,0,2,0,1,315.0,85.0
2025-12,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,3,3,0,0,3,419.0,98.0
2025-12,The Dime,Williamsburg Polygon,TRIAL,0,0,0,0,1,,
2025-12,The Dime,Williamsburg Polygon,WARM_LEAD,0,0,0,0,3,,
2025-12,The Eddy,Harrison Polygon,CHURN,1,0,1,0,2,28.0,
2025-12,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,6,2,4,0,3,657.0,79.0
2025-12,The Eddy,Harrison Polygon,TRIAL,1,1,0,0,1,108.0,210.0
2025-12,The Eddy,Harrison Polygon,WARM_LEAD,0,0,0,0,2,,
2025-12,The Enclave,Hoboken Polygon,CHURN,2,1,1,0,2,276.0,124.0
2025-12,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,7,6,1,0,3,610.0,68.0
2025-12,The Enclave,Hoboken Polygon,TRIAL,0,0,0,0,1,,
2025-12,The Enclave,Hoboken Polygon,WARM_LEAD,0,0,0,0,2,,
2025-12,The Ivy,Chatham / West Orange Polygon,CHURN,13,10,3,0,3,1484.0,81.0
2025-12,The Ivy,Chatham / West Orange Polygon,FREEMIUM,1,1,0,0,0,124.0,105.0
2025-12,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,1,2,0,1,420.0,78.0
2025-12,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,14,9,5,0,9,1865.0,69.0
2025-12,The Kestrel,Floating NY 2,CHURN,3,0,3,0,4,455.0,65.0
2025-12,The Kestrel,Floating NY 2,ON_DEMAND_SUBSCRIPTION,5,0,5,0,1,181.0,42.0
2025-12,The Kestrel,Floating NY 2,RECURRING_SUBSCRIPTION,3,0,3,0,0,339.0,113.0
2025-12,The Kestrel,Floating NY 2,WARM_LEAD,0,0,0,0,4,,
2025-12,The Landing,Brooklyn Heights Polygon,ON_DEMAND_SUBSCRIPTION,1,0,1,0,3,0.0,223.0
2025-12,The Landing,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,1,0,1,0,2,171.0,172.0
2025-12,The Landing,Brooklyn Heights Polygon,WARM_LEAD,0,0,0,0,1,,
2025-12,The Landon,Hell's Kitchen Polygon,CHURN,2,0,2,0,4,226.0,143.0
2025-12,The Landon,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,3,1,2,0,4,323.0,121.0
2025-12,The Landon,Hell's Kitchen Polygon,TRIAL,0,0,0,0,1,,
2025-12,The Vitagraph,Floating NY 2,CHURN,7,3,4,0,1,753.0,39.0
2025-12,The Vitagraph,Floating NY 2,TRIAL,0,0,0,0,3,,
2025-12,The Vitagraph,Floating NY 2,WARM_LEAD,0,0,0,0,6,,
2025-12,Union Channel ,Boerum Hill Polygon,CHURN,0,0,0,0,1,,
2025-12,Union Channel ,Boerum Hill Polygon,TRIAL,1,0,1,0,0,127.0,153.0
2025-12,Woodside Central,Floating NY 1,CHURN,1,0,1,0,1,77.0,89.0
2025-12,Woodside Central,Floating NY 1,FROZEN,1,0,1,0,3,63.0,78.0
2025-12,Woodside Central,Floating NY 1,ON_DEMAND_SUBSCRIPTION,3,2,1,0,6,339.0,146.0
2025-12,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,6,1,5,0,7,340.0,75.0
2025-12,Woodside Central,Floating NY 1,TRIAL,0,0,0,0,1,,
2025-12,Woodside Central,Floating NY 1,WARM_LEAD,2,0,2,0,6,63.0,50.0
2026-01,100 House,Hoboken Polygon,CHURN,3,2,1,0,1,131.0,83.0
2026-01,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,1,,
2026-01,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,12,3,9,0,0,1654.0,85.0
2026-01,100 House,Hoboken Polygon,WARM_LEAD,1,0,1,0,0,112.0,147.0
2026-01,1 Boerum PL,Floating NY 2,CHURN,5,4,1,0,6,290.0,81.0
2026-01,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,9,9,0,0,2,621.0,85.0
2026-01,1 Boerum PL,Floating NY 2,WARM_LEAD,0,0,0,0,3,,
2026-01,2000 Biscayne,Edgeater Polygon,CHURN,5,3,2,0,5,440.0,109.0
2026-01,2000 Biscayne,Edgeater Polygon,ON_DEMAND_SUBSCRIPTION,6,2,4,0,3,270.0,63.0
2026-01,2000 Biscayne,Edgeater Polygon,RECURRING_SUBSCRIPTION,13,3,10,0,8,1430.0,77.0
2026-01,2000 Biscayne,Edgeater Polygon,TRIAL,7,7,0,0,22,349.0,44.0
2026-01,2000 Biscayne,Edgeater Polygon,WARM_LEAD,2,0,2,0,4,66.0,60.0
2026-01,20 Broad Street,Financial District Polygon,CHURN,18,13,5,0,7,1606.0,92.0
