review_month,project,neighbourhood,apt_status,count,avg_rating,reviews
2025-02,The Dime,Williamsburg Polygon,CHURN,7,,0
2025-02,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,2,5.0,0
2025-02,The Eddy,Harrison Polygon,CHURN,5,5.0,0
2025-02,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-02,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-02,The Enclave,Hoboken Polygon,CHURN,4,1.0,1
2025-02,The Enclave,Hoboken Polygon,FREEMIUM,1,,0
2025-02,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,3,5.0,0
2025-02,The Ivy,Chatham / West Orange Polygon,CHURN,17,5.0,0
2025-02,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-02,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2025-03,100 House,Hoboken Polygon,CHURN,8,5.0,0
2025-03,100 House,Hoboken Polygon,FREEMIUM,2,5.0,0
2025-03,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,4,5.0,0
2025-03,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,5.0,2
2025-03,100 House,Hoboken Polygon,TRIAL,1,5.0,0
2025-03,1 Boerum PL,Floating NY 2,CHURN,3,,0
2025-03,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-03,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,6,,0
2025-03,1 Boerum PL,Floating NY 2,WARM_LEAD,1,,0
2025-03,300 Somerset,Harrison Polygon,CHURN,11,5.0,0
2025-03,300 Somerset,Harrison Polygon,FREEMIUM,1,,0
2025-03,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-03,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-03,330 Angelo Cifelli,Harrison Polygon,CHURN,7,5.0,0
2025-03,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2025-03,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,10,5.0,0
2025-03,330 Angelo Cifelli,Harrison Polygon,TRIAL,1,3.0,1
2025-03,330W-56th,Hell's Kitchen Polygon,CHURN,2,5.0,1
2025-03,330W-56th,Hell's Kitchen Polygon,FREEMIUM,4,5.0,2
2025-03,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5,5.0,0
2025-03,330W-56th,Hell's Kitchen Polygon,WARM_LEAD,1,,0
2025-03,Agnes,Floating Jersey,CHURN,3,,0
2025-03,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,1,5.0,0
2025-03,Azrieli TLV,Unknown,CHURN,94,4.0,1
2025-03,Azrieli TLV,Unknown,TRIAL,4,,0
2025-03,Gindi 1,Unknown,CHURN,58,4.33,1
2025-03,Gindi 2,Unknown,CHURN,22,4.88,1
2025-03,Gindi 2,Unknown,TRIAL,1,,0
2025-03,Gindi 3,Unknown,CHURN,80,4.67,2
2025-03,Gindi 4,Unknown,CHURN,14,5.0,0
2025-03,HaHehad,Unknown,CHURN,15,,0
2025-03,John Street 116,Financial District Polygon,CHURN,20,5.0,0
2025-03,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,7,4.0,1
2025-03,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,6,,0
2025-03,John Street 116,Financial District Polygon,TRIAL,2,5.0,0
2025-03,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6,5.0,0
2025-03,Nine 52,Hell's Kitchen Polygon,TRIAL,1,5.0,0
2025-03,One Ten,Hoboken Polygon,CHURN,3,,0
2025-03,One Ten,Hoboken Polygon,FREEMIUM,4,5.0,1
2025-03,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2025-03,One Ten,Hoboken Polygon,TRIAL,1,,0
2025-03,River Place,Hell's Kitchen Polygon,CHURN,22,4.86,3
2025-03,River Place,Hell's Kitchen Polygon,FREEMIUM,3,,0
2025-03,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,30,4.88,3
2025-03,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,17,5.0,1
2025-03,River Place,Hell's Kitchen Polygon,TRIAL,4,5.0,0
2025-03,Silver Towers,Hell's Kitchen Polygon,CHURN,43,4.56,1
2025-03,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,10,5.0,0
2025-03,Silver Towers,Hell's Kitchen Polygon,FROZEN,1,,0
2025-03,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,36,5.0,0
2025-03,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,80,4.71,2
2025-03,Silver Towers,Hell's Kitchen Polygon,TRIAL,3,,0
2025-03,Stonehill,Chatham / West Orange Polygon,CHURN,8,5.0,0
2025-03,Stonehill,Chatham / West Orange Polygon,FREEMIUM,1,5.0,0
2025-03,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2025-03,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,10,4.86,5
2025-03,Stonehill,Chatham / West Orange Polygon,TRIAL,2,5.0,0
2025-03,The Dime,Williamsburg Polygon,CHURN,7,,0
2025-03,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2025-03,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,2,5.0,0
2025-03,The Eddy,Harrison Polygon,CHURN,6,5.0,1
2025-03,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,7,5.0,2
2025-03,The Enclave,Hoboken Polygon,CHURN,3,,0
2025-03,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,4,5.0,2
2025-03,The Enclave,Hoboken Polygon,TRIAL,2,,0
2025-03,The Ivy,Chatham / West Orange Polygon,CHURN,14,5.0,0
2025-03,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,1
2025-03,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,12,5.0,0
2025-04,100 House,Hoboken Polygon,CHURN,8,,0
2025-04,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,4,,0
2025-04,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2025-04,100 House,Hoboken Polygon,TRIAL,1,,0
2025-04,1 Boerum PL,Floating NY 2,CHURN,4,,0
2025-04,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,4,5.0,0
2025-04,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,7,,0
2025-04,1 Boerum PL,Floating NY 2,WARM_LEAD,2,,0
2025-04,300 Somerset,Harrison Polygon,CHURN,8,5.0,1
2025-04,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2025-04,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,2,,0
2025-04,330 Angelo Cifelli,Harrison Polygon,CHURN,6,,0
2025-04,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,9,5.0,1
2025-04,330 Angelo Cifelli,Harrison Polygon,TRIAL,1,4.0,0
2025-04,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,5.0,0
2025-04,655 Union,Boerum Hill Polygon,CHURN,3,5.0,0
2025-04,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2025-04,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,1,,0
2025-04,655 Union,Boerum Hill Polygon,TRIAL,1,4.0,1
2025-04,Agnes,Floating Jersey,CHURN,6,,0
2025-04,Agnes,Floating Jersey,ON_DEMAND_SUBSCRIPTION,1,5.0,1
2025-04,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,2,5.0,0
2025-04,Azrieli TLV,Unknown,CHURN,95,5.0,0
2025-04,Azrieli TLV,Unknown,TRIAL,7,,0
2025-04,Gindi 1,Unknown,CHURN,65,5.0,0
2025-04,Gindi 2,Unknown,CHURN,19,5.0,0
2025-04,Gindi 2,Unknown,TRIAL,2,,0
2025-04,Gindi 3,Unknown,CHURN,109,5.0,0
2025-04,Gindi 4,Unknown,CHURN,8,5.0,0
2025-04,HaHehad,Unknown,CHURN,12,5.0,1
2025-04,HaHehad,Unknown,TRIAL,2,,0
2025-04,John Street 116,Financial District Polygon,CHURN,15,5.0,2
2025-04,John Street 116,Financial District Polygon,FREEMIUM,1,,0
2025-04,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,8,,0
2025-04,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,5,,0
2025-04,Nine 52,Hell's Kitchen Polygon,CHURN,1,,0
2025-04,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,8,5.0,0
2025-04,One Ten,Hoboken Polygon,CHURN,3,,0
2025-04,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-04,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,7,5.0,0
2025-04,River Place,Hell's Kitchen Polygon,CHURN,29,4.83,2
2025-04,River Place,Hell's Kitchen Polygon,FREEMIUM,53,3.36,8
2025-04,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,49,4.87,1
2025-04,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,25,5.0,0
2025-04,River Place,Hell's Kitchen Polygon,TRIAL,6,5.0,0
2025-04,Silver Towers,Hell's Kitchen Polygon,CHURN,73,4.78,1
2025-04,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,106,4.84,7
2025-04,Silver Towers,Hell's Kitchen Polygon,FROZEN,3,5.0,0
2025-04,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,53,4.78,1
2025-04,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,100,4.88,3
2025-04,Silver Towers,Hell's Kitchen Polygon,TRIAL,7,5.0,0
2025-04,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,9,5.0,0
2025-04,Stonehill,Chatham / West Orange Polygon,CHURN,8,5.0,1
2025-04,Stonehill,Chatham / West Orange Polygon,FREEMIUM,2,5.0,0
2025-04,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2025-04,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,9,5.0,4
2025-04,Stonehill,Chatham / West Orange Polygon,TRIAL,1,,0
2025-04,The Devan,Hoboken Polygon,CHURN,3,5.0,0
2025-04,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,5,4.6,3
2025-04,The Devan,Hoboken Polygon,TRIAL,2,5.0,0
2025-04,The Dime,Williamsburg Polygon,CHURN,9,5.0,0
2025-04,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-04,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,2,5.0,0
2025-04,The Eddy,Harrison Polygon,CHURN,6,5.0,0
2025-04,The Eddy,Harrison Polygon,FREEMIUM,1,,0
2025-04,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,3,5.0,1
2025-04,The Enclave,Hoboken Polygon,CHURN,3,,0
2025-04,The Enclave,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-04,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,4,4.33,1
2025-04,The Enclave,Hoboken Polygon,TRIAL,2,,0
2025-04,The Ivy,Chatham / West Orange Polygon,CHURN,12,5.0,2
2025-04,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,1
2025-04,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,12,5.0,0
2025-05,100 House,Hoboken Polygon,CHURN,4,5.0,0
2025-05,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3,,0
2025-05,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,7,5.0,1
2025-05,1 Boerum PL,Floating NY 2,CHURN,4,,0
2025-05,1 Boerum PL,Floating NY 2,FREEMIUM,1,,0
2025-05,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,2,,0
2025-05,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,4,,0
2025-05,300 Somerset,Harrison Polygon,CHURN,5,5.0,0
2025-05,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,4,5.0,0
2025-05,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,3,5.0,0
2025-05,300 Somerset,Harrison Polygon,WARM_LEAD,1,,0
2025-05,330 Angelo Cifelli,Harrison Polygon,CHURN,10,4.0,0
2025-05,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2025-05,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,12,5.0,0
2025-05,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6,4.0,1
2025-05,655 Union,Boerum Hill Polygon,CHURN,5,5.0,0
2025-05,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-05,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,2,,0
2025-05,Agnes,Floating Jersey,CHURN,5,,0
2025-05,Agnes,Floating Jersey,ON_DEMAND_SUBSCRIPTION,1,5.0,1
2025-05,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,2,5.0,0
2025-05,Azrieli TLV,Unknown,CHURN,82,,0
2025-05,Azrieli TLV,Unknown,TRIAL,8,5.0,1
2025-05,Gindi 1,Unknown,CHURN,75,4.2,0
2025-05,Gindi 1,Unknown,TRIAL,1,5.0,0
2025-05,Gindi 2,Unknown,CHURN,11,5.0,1
2025-05,Gindi 2,Unknown,TRIAL,1,,0
2025-05,Gindi 3,Unknown,CHURN,87,5.0,2
2025-05,Gindi 3,Unknown,TRIAL,1,,0
2025-05,Gindi 4,Unknown,CHURN,10,5.0,0
2025-05,HaHehad,Unknown,CHURN,16,5.0,0
2025-05,John Street 116,Financial District Polygon,CHURN,13,5.0,0
2025-05,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,6,5.0,1
2025-05,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,7,5.0,1
2025-05,John Street 116,Financial District Polygon,TRIAL,2,5.0,0
2025-05,Nine 52,Hell's Kitchen Polygon,CHURN,1,5.0,0
2025-05,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,,0
2025-05,One Ten,Hoboken Polygon,CHURN,4,,0
2025-05,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-05,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,4.0,1
2025-05,One Ten,Hoboken Polygon,TRIAL,1,4.0,0
2025-05,River Place,Hell's Kitchen Polygon,CHURN,15,5.0,0
2025-05,River Place,Hell's Kitchen Polygon,FREEMIUM,1,4.0,0
2025-05,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,22,5.0,0
2025-05,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,18,5.0,0
2025-05,River Place,Hell's Kitchen Polygon,TRIAL,4,5.0,0
2025-05,River Place,Hell's Kitchen Polygon,WARM_LEAD,1,5.0,0
2025-05,Silver Towers,Hell's Kitchen Polygon,CHURN,46,5.0,0
2025-05,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,4,5.0,0
2025-05,Silver Towers,Hell's Kitchen Polygon,FROZEN,2,5.0,0
2025-05,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,52,4.82,3
2025-05,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,91,4.56,6
2025-05,Silver Towers,Hell's Kitchen Polygon,TRIAL,2,,0
2025-05,Stonehill,Chatham / West Orange Polygon,CHURN,7,5.0,0
2025-05,Stonehill,Chatham / West Orange Polygon,FREEMIUM,1,5.0,0
2025-05,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,7,4.8,1
2025-05,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,8,5.0,0
2025-05,The Boulevard,Floating Miami,CHURN,1,5.0,0
2025-05,The Boulevard,Floating Miami,TRIAL,1,,0
2025-05,The Devan,Hoboken Polygon,CHURN,2,,0
2025-05,The Devan,Hoboken Polygon,FROZEN,1,5.0,0
2025-05,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,7,5.0,0
2025-05,The Devan,Hoboken Polygon,TRIAL,1,,0
2025-05,The Dime,Williamsburg Polygon,CHURN,9,,0
2025-05,The Dime,Williamsburg Polygon,FREEMIUM,1,,0
2025-05,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,2,5.0,1
2025-05,The Dime,Williamsburg Polygon,TRIAL,3,,0
2025-05,The Eddy,Harrison Polygon,CHURN,5,5.0,0
2025-05,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,1,,0
2025-05,The Enclave,Hoboken Polygon,CHURN,3,,0
2025-05,The Enclave,Hoboken Polygon,FREEMIUM,1,,0
2025-05,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,5,5.0,0
2025-05,The Enclave,Hoboken Polygon,TRIAL,3,,0
2025-05,The Enclave,Hoboken Polygon,WARM_LEAD,1,,0
2025-05,The Ivy,Chatham / West Orange Polygon,CHURN,17,5.0,1
2025-05,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,1
2025-05,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,12,5.0,2
2025-05,Woodside Central,Floating NY 1,CHURN,2,,0
2025-05,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,1,5.0,1
2025-06,100 House,Hoboken Polygon,CHURN,3,5.0,0
2025-06,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,4,5.0,1
2025-06,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2025-06,100 House,Hoboken Polygon,WARM_LEAD,1,5.0,0
2025-06,1 Boerum PL,Floating NY 2,CHURN,2,,0
2025-06,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,3,5.0,1
2025-06,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,5,5.0,0
2025-06,1 Boerum PL,Floating NY 2,TRIAL,1,5.0,0
2025-06,300 Somerset,Harrison Polygon,CHURN,6,5.0,1
2025-06,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,6,5.0,1
2025-06,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,3,4.0,0
2025-06,300 Somerset,Harrison Polygon,TRIAL,1,5.0,0
2025-06,330 Angelo Cifelli,Harrison Polygon,CHURN,7,,0
2025-06,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,13,5.0,2
2025-06,330W-56th,Hell's Kitchen Polygon,CHURN,2,5.0,0
2025-06,330W-56th,Hell's Kitchen Polygon,FREEMIUM,1,5.0,0
2025-06,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5,4.0,2
2025-06,655 Union,Boerum Hill Polygon,CHURN,8,5.0,0
2025-06,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-06,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,11,,0
2025-06,655 Union,Boerum Hill Polygon,TRIAL,1,,0
2025-06,Agnes,Floating Jersey,CHURN,5,,0
2025-06,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,1,5.0,0
2025-06,Agnes,Floating Jersey,TRIAL,1,,0
2025-06,Azrieli TLV,Unknown,CHURN,72,5.0,0
2025-06,Azrieli TLV,Unknown,TRIAL,1,,0
2025-06,Gindi 1,Unknown,CHURN,49,4.67,1
2025-06,Gindi 2,Unknown,CHURN,14,5.0,1
2025-06,Gindi 3,Unknown,CHURN,51,5.0,1
2025-06,Gindi 4,Unknown,CHURN,6,,0
2025-06,HaHehad,Unknown,CHURN,15,5.0,0
2025-06,HaHehad,Unknown,TRIAL,2,,0
2025-06,John Street 116,Financial District Polygon,CHURN,8,5.0,0
2025-06,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,3,,0
2025-06,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,6,5.0,1
2025-06,Nine 52,Hell's Kitchen Polygon,CHURN,1,,0
2025-06,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,5.0,1
2025-06,Oliver on the Hudson,Floating Jersey,CHURN,1,,0
2025-06,One Ten,Hoboken Polygon,CHURN,3,,0
2025-06,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-06,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,,0
2025-06,One Ten,Hoboken Polygon,TRIAL,1,,0
2025-06,River Place,Hell's Kitchen Polygon,CHURN,15,5.0,0
2025-06,River Place,Hell's Kitchen Polygon,FREEMIUM,3,,0
2025-06,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,25,5.0,0
2025-06,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,31,4.8,1
2025-06,River Place,Hell's Kitchen Polygon,TRIAL,4,,0
2025-06,River Place,Hell's Kitchen Polygon,WARM_LEAD,2,,0
2025-06,Silver Towers,Hell's Kitchen Polygon,CHURN,41,4.4,2
2025-06,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,8,,0
2025-06,Silver Towers,Hell's Kitchen Polygon,FROZEN,2,5.0,0
2025-06,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,67,5.0,1
2025-06,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,84,5.0,3
2025-06,Silver Towers,Hell's Kitchen Polygon,TRIAL,9,5.0,8
2025-06,Stonehill,Chatham / West Orange Polygon,CHURN,6,5.0,0
2025-06,Stonehill,Chatham / West Orange Polygon,FREEMIUM,1,,0
2025-06,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-06,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,8,5.0,0
2025-06,Stonehill,Chatham / West Orange Polygon,TRIAL,1,,0
2025-06,The Boulevard,Floating Miami,CHURN,3,5.0,0
2025-06,The Boulevard,Floating Miami,RECURRING_SUBSCRIPTION,3,4.5,0
2025-06,The Boulevard,Floating Miami,TRIAL,1,5.0,0
2025-06,The Devan,Hoboken Polygon,CHURN,5,5.0,0
2025-06,The Devan,Hoboken Polygon,FROZEN,1,4.0,0
2025-06,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2025-06,The Devan,Hoboken Polygon,TRIAL,2,5.0,0
2025-06,The Dime,Williamsburg Polygon,CHURN,6,5.0,0
2025-06,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,2,,0
2025-06,The Eddy,Harrison Polygon,CHURN,3,5.0,0
2025-06,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2025-06,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,3,5.0,0
2025-06,The Eddy,Harrison Polygon,TRIAL,1,5.0,0
2025-06,The Enclave,Hoboken Polygon,CHURN,4,5.0,0
2025-06,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-06,The Enclave,Hoboken Polygon,TRIAL,1,,0
2025-06,The Ivy,Chatham / West Orange Polygon,CHURN,15,5.0,3
2025-06,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,,0
2025-06,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,13,5.0,3
2025-06,Woodside Central,Floating NY 1,CHURN,4,,0
2025-06,Woodside Central,Floating NY 1,ON_DEMAND_SUBSCRIPTION,1,,0
2025-06,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,6,5.0,0
2025-07,100 House,Hoboken Polygon,CHURN,6,4.75,0
2025-07,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,11,5.0,0
2025-07,100 House,Hoboken Polygon,WARM_LEAD,1,,0
2025-07,1 Boerum PL,Floating NY 2,CHURN,1,,0
2025-07,1 Boerum PL,Floating NY 2,FREEMIUM,1,,0
2025-07,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,2,,0
2025-07,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,8,,0
2025-07,300 Somerset,Harrison Polygon,CHURN,5,5.0,1
2025-07,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-07,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,3,,0
2025-07,300 Somerset,Harrison Polygon,TRIAL,1,,0
2025-07,330 Angelo Cifelli,Harrison Polygon,CHURN,5,5.0,0
2025-07,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-07,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,11,5.0,1
2025-07,330 Angelo Cifelli,Harrison Polygon,TRIAL,1,5.0,1
2025-07,330 Angelo Cifelli,Harrison Polygon,WARM_LEAD,1,,0
2025-07,330W-56th,Hell's Kitchen Polygon,FREEMIUM,4,4.5,0
2025-07,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6,5.0,0
2025-07,330W-56th,Hell's Kitchen Polygon,WARM_LEAD,1,5.0,0
2025-07,655 Union,Boerum Hill Polygon,CHURN,8,5.0,0
2025-07,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2025-07,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,8,,0
2025-07,655 Union,Boerum Hill Polygon,TRIAL,1,,0
2025-07,Agnes,Floating Jersey,CHURN,2,5.0,0
2025-07,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,4,5.0,0
2025-07,Alta,Floating NY 1,CHURN,3,5.0,0
2025-07,Alta,Floating NY 1,ON_DEMAND_SUBSCRIPTION,1,5.0,1
2025-07,Alta,Floating NY 1,RECURRING_SUBSCRIPTION,2,5.0,0
2025-07,Azrieli TLV,Unknown,CHURN,106,4.75,2
2025-07,Azrieli TLV,Unknown,TRIAL,8,,0
2025-07,Gindi 1,Unknown,CHURN,56,4.44,4
2025-07,Gindi 1,Unknown,TRIAL,1,5.0,0
2025-07,Gindi 2,Unknown,CHURN,20,5.0,0
2025-07,Gindi 2,Unknown,TRIAL,1,,0
2025-07,Gindi 3,Unknown,CHURN,61,5.0,2
2025-07,Gindi 3,Unknown,TRIAL,1,5.0,0
2025-07,Gindi 4,Unknown,CHURN,10,,0
2025-07,HaHehad,Unknown,CHURN,19,5.0,0
2025-07,HaHehad,Unknown,TRIAL,6,,0
2025-07,John Street 116,Financial District Polygon,CHURN,9,5.0,0
2025-07,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,5,5.0,0
2025-07,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,8,5.0,1
2025-07,Nine 52,Hell's Kitchen Polygon,CHURN,1,5.0,0
